,start_x,start_y,end_x,end_y
0,31.323313765182185,121.44594331983805,31.220802734375,121.449421875
1,31.2023,121.43094146341463,31.271464788732388,121.48489939637827
2,31.221315789473685,121.52377192982456,31.209758865248233,121.37420921985816
3,31.264968641114983,121.35289895470383,31.301468749999998,121.307125
4,31.14063424124513,121.40039688715953,31.322291095890407,121.53236643835616
5,31.32175319926874,121.5334588665448,31.13939189189189,121.43294594594595
6,31.28152894211577,121.41516766467066,31.260942355889725,121.39312781954888
7,31.313107623318388,121.38752017937219,31.32311834319527,121.44606114398422
8,31.24819491525423,121.47576949152543,31.129366666666662,121.59566666666666
9,31.198791208791214,121.2974065934066,31.265866485013625,121.53901089918256
10,31.27906043956044,121.48396153846153,31.314116279069765,121.38849302325582
11,31.224668085106387,121.45080425531916,31.163680722891563,121.356
12,31.229689655172415,121.6498275862069,31.242498652291104,121.36997304582209
13,31.336003472222224,121.49071180555556,31.202319548872183,121.47305639097743
14,31.26762429378531,121.53964689265537,31.2701013916501,121.50931610337972
15,31.158740331491707,121.50475138121547,31.331490291262135,121.48732038834952
16,31.245250000000006,121.32021428571429,31.248185897435896,121.42719658119658
17,31.223514588859416,121.40758885941645,31.303233082706768,121.51058646616542
18,31.1492806122449,121.34298979591837,31.24756140350877,121.32207894736842
19,31.17421006564551,121.42921881838075,31.37381,121.42803
20,31.093939393939394,121.3930101010101,31.156478527607362,121.5059754601227
21,31.369533333333337,121.4255619047619,31.21665354330709,121.50587007874014
22,31.30488952380952,121.5113580952381,31.198183783783783,121.54578378378378
23,31.177449339207044,121.38434801762114,31.179329805996467,121.44132804232805
24,31.213175862068965,121.48402931034482,31.260668711656443,121.60011042944785
25,31.258383908045978,121.39007816091954,31.200869999999995,121.29778
26,31.252722222222225,121.43362606837607,31.235321759259257,121.48127314814815
27,31.22240178571429,121.36721130952381,31.2800289017341,121.34775722543353
28,31.141035947712417,121.43946078431372,31.034947368421058,121.46384210526315
29,31.193120772946855,121.45984299516908,31.36125581395349,121.36715116279069
30,31.0875,121.565,31.12000917431193,121.38927064220184
31,31.360792682926828,121.36579268292684,31.30105804311775,121.48048424543947
32,31.264462686567164,121.59144029850746,31.28271694214876,121.41695661157024
33,31.38898113207547,121.48630188679246,31.209730088495576,121.41668805309735
34,31.30127659574468,121.31140425531915,31.1382027027027,121.32427027027026
35,31.281573085846865,121.44967517401392,31.291110220440878,121.535250501002
36,31.19277697841727,121.55023021582734,31.281984293193716,121.44944764397906
37,31.291209850107066,121.5345374732334,31.392181818181818,121.48434545454546
38,31.30821308724832,121.47960067114093,31.167873015873013,121.40169841269841
39,31.26984424778761,121.50821769911505,31.255912328767124,121.45847123287672
